Course Name,Department,CourseNum
PREPARING FOR THE BAR EXAM,LAW,701
CONSTITUTIONAL LAW,LAW,7010
CONTRACTS,LAW,7017
CRIMINAL LAW,LAW,7021
PROPERTY,LAW,7032
BUSINESS ASSOCIATIONS I,LAW,7056
WILLS AND ESTATES,LAW,7076
TAXATION OF BUSINESS ENTITIES,LAW,708
EVIDENCE,LAW,7080
PROFESSIONAL RESP.,LAW,7091
ADVANCED TORTS,LAW,7104
ACCOUNTING FOR LAWYERS,LAW,7108
PROFESSIONAL IDENTITY,LAW,7110
FED TAX PRACTICE & PROCEDURE,LAW,7117
ADV LEGAL RESEARCH BOOT CAMP,LAW,7125
BANKRUPTCY,LAW,7145
WHITE COLLAR CRIME,LAW,717
TRUSTS AND FIDUCIARY RESPON,LAW,7174
CASE EVAL & CLIENT RELATIONS,LAW,7196
ADV CRIMINAL PROCEDURE,LAW,7204
ART LAW,LAW,7205
INTERNET LAW,LAW,7223
EDUCATION LAW,LAW,7227
EMPLOYMENT DISCRIMINATION,LAW,7248
INSURANCE LAW & RISK MGMT,LAW,727
AGRICULTURAL LAW,LAW,7303
CRIMINAL PROCEDURE TRIAL RGHTS,LAW,7313
THE BUSINESS NEGOTIATOR,LAW,7383S
LABOR LAW,LAW,7389
CYBER COMPLIANCE FOR DEFENSE,LAW,740
ENERGY LAW,LAW,7408
"""CANNABIS LAW",LAW,7413
LEGISLATIVE PROCESS,LAW,7414
MERGERS & ACQUISITIONS,LAW,7435
OIL & GAS,LAW,7444
ADR NEGOTIATION MEDIATION ARB,LAW,745
PATENT LAW,LAW,7452
PREPARING FOR THE BAR EXAM,LAW,7458
REMEDIES,LAW,7484
SPANISH FOR LAWYERS,LAW,7487
SECURED TRANSACTIONS,LAW,7488
CRIMMIGRATION,LAW,7489
TAXATION OF BUSINESS ENTITIES,LAW,7516
TEXAS CRIMINAL PROCEDURE,LAW,7532
TEXAS LAND TITLES,LAW,7533
TEXAS TRIALS & APPEALS,LAW,7548
DOMESTIC VIOLENCE SEMINAR,LAW,7622
INTRO TO U.S. LEGAL SYSTEM,LAW,764
FIDUCIARY & RISK MGMT,LAW,765
INCOME TAX FINANCIAL PLANNERS,LAW,766
RACE & THE LAW SEMINAR,LAW,7666
INTER'L ENVIRON LAW SEMINAR,LAW,7682
CYBERSECURITY RISK,LAW,770
GUARDIANSHIP PRACTICUM,LAW,7704
NEG THEORY AND PRAC PRACT,LAW,7707S
BUSINESS LAW SEMINAR,LAW,7727
LARW III: CRIM LAW DRAFTING,LAW,7777
LARWIII: CONTRACT DRAFTING,LAW,7780
LARW III: LITIGATION DRAFTING,LAW,7782
LARW III: FAMILY LAW DRAFTING,LAW,7786
INDEPENDENT STUDY,LAW,7816
JUDICIAL CLERKSHIP BOOTCAMP,LAW,7818
GLOBAL LAWYERING: SCOTLAND,LAW,7830
RESD EXTERN SMSTR-IN-PRACTICE,LAW,7834
EXTERNSHIP,LAW,7835
RESD EXTERN; PUB POL: WASH DC,LAW,7839
EXTERNSHIP II,LAW,7842
PROBATE & ESTATE PLANNG CLINIC,LAW,7859
FOREIGN CORRUPT PRACTICES ACT,LAW,786
PATENT CLINIC,LAW,7864
FAMILY & VETERAN ADVOCY CLINIC,LAW,7865S
ENTREPRENEURSHIP LAW CLINIC,LAW,7867
TRADEMARK & COPYRIGHT CLINIC,LAW,7868
INNOCENCE PROJECT,LAW,7869
DEPOSITION SKILLS WORKSHOP,LAW,7887S
CIVIL MOTION WORKSHOP,LAW,7888S
LARW III ENVIRON LIT DRAFT,LAW,7894
CLIMATE CHG LAW&POL,LAW,7900
ACADEMIC SUPPORT TA,LAW,7910
PROFESSIONAL IDENTITY TA,LAW,7911
DISPUTE RESOLUTION,LAW,792
LARW TEACHING ASSISTANT,LAW,7920
LAW REVIEW,LAW,7930
LAW REVIEW BOARD,LAW,7931
JOURNAL OF PROPERTY LAW BOARD,LAW,7932
JOURNAL OF PROPERTY LAW,LAW,7933
ADR COMPETITION,LAW,7957S
MOCK TRIAL COMPETITION,LAW,7960S
MOCK TRIAL COMPETITION,LAW,7961S
MOOT COURT COMPETITION,LAW,7970S
MOOT COURT COMPETITION,LAW,7971S
MOOT COURT COMP BRIEF WRITER,LAW,7972
MOOT COURT COMP BRIEF WRITER,LAW,7973
LAND & PROPERTY DEVP ANALYSIS,LDEV,650
PROP DELVOP AGREE & REGULATION,LDEV,651
FUND OF ENTREPRE REAL ESTATE,LDEV,660
DEV & ENVIRONMENT,LDEV,661
DSN & DEV ECONOMY,LDEV,667
LAND DEV PRACTICE,LDEV,668
DIRECTED STUDIES,LDEV,685
DEV FEASIBILITY&DSNII,LDEV,688
PROFESSIONAL STUDY,LDEV,693
INTEG TECH LEARN ENVIRON,LDTC,613
GRAPHIC COMM & INTERFACE DSN,LDTC,621
ELEARNING DESIGN AND DEV,LDTC,651
INSTRUCT DESIGN TECH,LDTC,654
RESEARCH,LDTC,691
INTRO LATINO MEXICAN AMER STUD,LMAS,201
INQUIRIES IN PHYSICAL SC,MASC,320
PROBLEM SOLVING IN MATH,MASC,351
INQ IN LIFE & EARTH SCI,MASC,420
INTEGRATED MATHEMATICS,MASC,450
MATH FOR BUSINESS AND SOC SCI,MATH,140
BUSINESS CALCULUS,MATH,142
CALC I BIOL SCI,MATH,147
CALC II BIOL SCI,MATH,148
FUNCTNS TRIG & LNR STM,MATH,150
ENGINEERING MATH I,MATH,151
ENGINEERING MATH II,MATH,152
EXPLORATIONS IN MATH,MATH,167
FINITE MATHEMATICS,MATH,168
FRESHMAN MATH LABORATORY,MATH,170
CALCULUS I,MATH,171
HNR-CALCULUS,MATH,172
SEV VARIABLE CALCULUS,MATH,221
ENGINEERING MATH III,MATH,251
DIRECTED STUDIES,MATH,285
RESEARCH,MATH,291
FOUNDATIONS OF MATH,MATH,300
DISCRETE MATHEMATICS,MATH,302
HNR-LINEAR ALGEBRA,MATH,304
HNR-DIFFERENTIAL EQUATIONS,MATH,308
LINEAR ALG FOR DIFF EQ,MATH,309
TOP IN APPLIED MATH I,MATH,311
HNR-LINEAR ALGEBRA,MATH,323
MATHEMATICS OF INTEREST,MATH,325
STRUCTURE OF MATH I,MATH,365
STRUCTURE OF MATH II,MATH,366
BASIC CONCEPTS OF GEOM,MATH,367
INTRMED ABSTRACT ALG,MATH,376
COMMUNICATIONS IN MATH,MATH,396
ADV ENGINEERING MATH,MATH,401
MATH AND TECHNOLOGY,MATH,403
COMPLEX VARIABLES,MATH,407
HNR-ADVANCED CALCULUS I,MATH,409
MULTIVARIATE REAL ANALYSIS,MATH,410
MATH PROBABILITY,MATH,411
FOURIER SERIES WAVELET,MATH,414
MODERN ALGEBRA I,MATH,415
HNR-MODERN ALGEBRA II,MATH,416
NUMERICAL METHODS,MATH,417
APPLIC ACTUARIAL SCI,MATH,419
HNR-LINEAR ALGEBRA II,MATH,423
MATH OF CONTINGENT CLAIM,MATH,425
APPLIED ALGEBRA,MATH,433
INTRODUCTION TOPOLOGY,MATH,436
MATH MODELING,MATH,442
HNR-TOPICS IN ANALYSIS II,MATH,447
MODERN GEOMETRY,MATH,467
INTRO MATHEMATICAL BIOL,MATH,469
HNR-COMM AND CRYPTOGRAPHY,MATH,470
COMM AND CRYPTOGRAPHY II,MATH,471
RESEARCH SEMINAR,MATH,482
SPTP: STATISTICS FOR RISK MODE,MATH,489
RESEARCH,MATH,491
METH APPL MATH I,MATH,601
REAL VARIABLES II,MATH,608
NUMERICAL ANALYSIS,MATH,609
NUM METH IN DIFF EQUA,MATH,610
PART DIFF EQ,MATH,612
COMPLEX VARIABLES II,MATH,618
APPLIED PROBABILITY,MATH,619
DIFFERENTIAL GEOMETRY I,MATH,622
ANALYTIC NUMBER THEORY,MATH,626
HISTORY OF MATHEMATICS,MATH,629
TOPOLOGY II,MATH,637
ITERATIVE TECHNIQUES,MATH,639
SURVEY MATH PROBLEMS I,MATH,645
ALGEBRA II,MATH,654
FUNCTIONAL ANALYSIS II,MATH,656
SEMINAR IN ALGEBRA,MATH,662
SEMINAR IN ANALYSIS,MATH,663
HYDRODYNAMIC STABILITY,MATH,672
TOPICS MATHEMATICAL DATA SCI,MATH,680
DIRECTED STUDIES,MATH,685
SPTP: TOPOLOGY,MATH,689
RESEARCH,MATH,691
GENES AND DISEASES,MCMD,677
HNR-GEOMETRIC MODELING,MEEN,210
STATICS & PARTICLE DYNAM,MEEN,221
PRINCIPLES OF MATLS & MFG,MEEN,223
HNR-ENGINEERING MECHANICS,MEEN,225
MECHANICAL MEASUREMENTS,MEEN,260
DIRECTED STUDIES,MEEN,285
RESEARCH,MEEN,291
HNR-SOLID MECHANICS,MEEN,305
HNR-PRIN OF THERMODYNAMICS,MEEN,315
HNR-FLUID MECHANICS,MEEN,344
FLUID MECHANICS LAB,MEEN,345
HNR-ENGR ANALYSIS FOR MECH,MEEN,357
HNR-MTLS & MFG SELECT IN DSN,MEEN,360
MTLS & MFG IN DESIGN LAB,MEEN,361
DYNAMICS AND VIBRATIONS,MEEN,363
DYNAMIC SYST AND CONTROL,MEEN,364
DYNAMIC SYST & CONTROL LAB,MEEN,365
HNR-SOLID MECH IN MEC DESIGN,MEEN,368
SEMINAR,MEEN,381
HIGH IMPACT EXP FOR MEEN,MEEN,399
INTRO TO MECH ENGR DESGN,MEEN,401
INTERMEDIATE DESIGN,MEEN,402
ENGINEERING LABORATORY,MEEN,404
ENERGY MANAGEMENT IN INDUSTRY,MEEN,406
MECH ROBOTIC MANIPULATORS,MEEN,408
INTERNAL COMB ENGINES,MEEN,410
HNR-THERMO FLUID ANLY & DESN,MEEN,421
MACHINE LEARNING MECH ENGRS,MEEN,423
ADV SYST DYNAMIC & CNTRL,MEEN,431
AUTOMOTIVE ENGR,MEEN,432
HNR-PRIN HEAT VENT & A/C,MEEN,436
SOLAR ENERGY ENGINEERING,MEEN,439
BIO INSPIRED ENGR DESIGN,MEEN,440
COMPUTER AIDED ENGR,MEEN,442
ADD & SUB PROC CUST MFTG,MEEN,453
TRIBOLOGY-MECH INTERFACE DESGN,MEEN,454
ENGR WITH PLASTICS,MEEN,455
SOUND & VIBRATION MEASUR,MEEN,459
HNR-CORROSION ENGINEERING,MEEN,460
HNR-HEAT TRANSFER,MEEN,461
HEAT TRANSFER LAB,MEEN,464
ELEM OF COMP MATERIALS,MEEN,471
HNR-MATERIALS IN DESIGN,MEEN,475
AIR POLLUTION ENGINEERIN,MEEN,477
DIRECTED STUDIES,MEEN,485
SPTP: SMART BUILDING TECHN,MEEN,489
HNR-RESEARCH,MEEN,491
ADVANCED PRODUCT DESIGN,MEEN,601
MODELING AND ANALYSIS MECH SYS,MEEN,602
CONTINUUM MECHANICS,MEEN,608
ADVANCED INTERNAL COMB ENGINES,MEEN,611
MECH OF ROBOT MANIP,MEEN,612
MECHANICAL VIBRATION,MEEN,617
FLUID MECHANICS,MEEN,621
TWO-PHSE FLW &HT TRANS,MEEN,624
INTERMED HEAT TRANSFER,MEEN,630
ADV COMPUTER-AIDED ENGR,MEEN,632
COMBUSTION SCIENCE,MEEN,633
FIN VOL TECH HEAT TRANS FL FLO,MEEN,644
CONTROL SYSTEM DESIGN,MEEN,651
MULT CONTROL SYS DESGN,MEEN,652
TRIBOLOGY-MECH INTERFACE DESGN,MEEN,654
DESIGN OF NON LIN CON SY,MEEN,655
SOUND & VIBRATION MEASUREMENT,MEEN,659
CORROSION ENGINEERING,MEEN,660
ENERGY MGMT INDUSTRY,MEEN,662
ENERGY MGMT COMM BLDG,MEEN,664
ROTORDYNAMICS,MEEN,668
HUMAN SENSING TECHNOLOGIES,MEEN,671
NONLIN FIN ELEM METHOD,MEEN,673
SEMINAR,MEEN,681
MULTIDIS SYS ANLY DESN OPTIM,MEEN,683
PROFESSIONAL INTERNSHP: IN-AB,MEEN,684
DIRECTED STUDIES,MEEN,685
COMPOSITES PROCESSING,MEEN,686
ADDTV SUBTR PROCESS CUST MFG,MEEN,687
SPTP: LASER MAT. PROCESSING,MEEN,689
RESEARCH,MEEN,691
BIO INSPIRED DESIGN,MEEN,696
PRINC PRECISION MACHINE DESIGN,MEEN,701
SOCIAL STUDIES MTHD MIDG,MEFB,450
CURR & INSTR FOR MIDG GRADES,MEFB,452
MATH METHODS IN MIDG,MEFB,460
SCIENCE METHODS IN MIDG,MEFB,470
SUPERVISED CLINICAL TEACHING,MEFB,497
PLASTICITY THEORY,MEMA,641
INTRO FINITE ELEMENTS,MEMA,646
PLANT BIOCHEMISTRY,MEPS,605
COMPLEX GENOMES,MEPS,654
COMPLEX GENOMES LAB,MEPS,655
SPTP: JOURNALING SCIENTIFIC RE,MEPS,689
RESEARCH,MEPS,691
PRIN OF BUSN REGULATIONS & LAW,MGMT,209
SURVEY OF MANAGEMENT,MGMT,309
HNR-LEG&SOC ENVIR OF BUSI,MGMT,311
COMMERCIAL LAW ACCTS & MGRS,MGMT,312
HNR-MANAGING PEOPLE IN ORGS,MGMT,363
ADV CONCEPTS IN ORG BHVR,MGMT,372
MANAGING HUMAN RESOURCES,MGMT,373
ENTREPRENEURIAL PERSPECTIVES,MGMT,376
MGMT DATA ANLY & VISUALIZATION,MGMT,421
MANAGEMENT CONSULTING,MGMT,422
ORG DESIGN CHG & DVLPMT,MGMT,424
EMPLOY DISCRIM LAW,MGMT,430
LABOR LAW & POLICY,MGMT,435
NEGOTIATIONS,MGMT,439
CRTVTY INNVTN BUSINESS,MGMT,440
HNR-INTERNATL ENVIR OF BUS,MGMT,450
MANAGING PROJECTS,MGMT,460
POLITICAL ENVIR OF BUSI,MGMT,464
HNR-STRATEGIC MANAGEMENT,MGMT,466
ENTREPRENEURIAL SMALL BUSINESS,MGMT,470
LEADERSHIP DEVELOPMENT,MGMT,475
SOCIAL ENTREPRENEURSHIP,MGMT,478
DIRECTED STUDIES,MGMT,485
MICROFOUND BUS BEHAV,MGMT,611
MGMT PEOPLE IN ORGANIZ,MGMT,614
CORP STRAT & POL ENVIR,MGMT,618
RESEARCH METHODS FOR HR,MGMT,621
ORGANIZATION STAFFING,MGMT,622
TALENT MANAGEMENT,MGMT,627
FINC ANALYSIS MODELING IN HR,MGMT,629
TECHNOLOGY COMMERCIALIZATION,MGMT,632
SEM IN ORG THEORY,MGMT,636
FNDTNS OF ENTRPRENEURSHP,MGMT,637
STRATEGIC ENTREPRENEURSHIP,MGMT,638
NEGOTIA IN COMPETITIVE ENVIRNS,MGMT,639
FNDN OF MANAGERIAL LAW,MGMT,643
LEGAL & ETHICAL ISSUES,MGMT,645
HUMAN RELATIONS IN IND,MGMT,650
SURVEY OF MANAGEMENT,MGMT,655
MANAGING PROJECTS,MGMT,658
ADVANCED RESRCH METHODS,MGMT,673
LEADERSHIP IN ORGANIZATIONS,MGMT,675
INTERNTNL BUS POLICY,MGMT,679
BUSINESS & CORP STRATEGY,MGMT,680
SEMINAR IN LEADERSHIP,MGMT,683
DIRECTED STUDIES,MGMT,685
SPTP: RSRCH METHDS HR PROFSNLS,MGMT,689
RESEARCH,MGMT,691
CRAFTING BUSINESS STRATEGY,MGMT,710
MKTG PROF ORG INVOLVEMNT,MKTG,299
MARKETING,MKTG,321
CONSUMER BEHAVIOR,MKTG,322
MARKETING RESEARCH,MKTG,323
FOUND IN RETAILING & SERVICES,MKTG,325
PROFESSIONAL SELLING,MKTG,335
MANAGING B2B RELATIONSHIPS,MKTG,336
SELLING FINC PRODUCTS & SERVIC,MKTG,337
ADV CREATIVE MKTG COMM,MKTG,347
GLOBAL MARKETING,MKTG,401
DATA VISUALIZATION MKTG,MKTG,404
PRINCIPLES OF MARKETING,MKTG,409
RETAIL MERCHANDISING,MKTG,425
MARKETING CONSULTING,MKTG,430
MARKETING ANALYTICS,MKTG,431
SALES LEADERSHIP,MKTG,436
HNR-SERVICE QUAL IN HEALTHCARE,MKTG,441
INNOVATION & PROD MGMT,MKTG,442
HLTH TECH IMPRV CUST CARE,MKTG,444
ADV ADVERTISING CASE COMP,MKTG,447
MARKETING STRATEGY,MKTG,448
DIRECTED STUDIES,MKTG,485
DATA VISUALIZATION MKTG,MKTG,604
MARKETING MANAGEMENT,MKTG,613
MARKETING ENGR,MKTG,625
MARKETING ANALYTICS II,MKTG,626
SELLING FINC PRODUCTS & SERVIC,MKTG,637
BRANDING AND MKTG COMM,MKTG,656
MARKETING CONSULTING,MKTG,660
SERVICES MARKETING,MKTG,673
SEM MKTG STRATEGY RESRCH,MKTG,682
DIRECTED STUDIES,MKTG,685
SPTP: NONPROFIT CONSULTING,MKTG,689
RESEARCH,MKTG,691
STRATEGIC MARKETING DECISIONS,MKTG,710
INTRO TO THE US ARMY II,MLSC,122
TACTICS & LDRSHP THRY II,MLSC,222
ADAPTIVE LDRSHIP II,MLSC,322
THE ARMY OFFICER II,MLSC,422
DIRECTED STUDIES,MLSC,485
ENGINEERING GRAPHICS,MMET,105
MANUF & ASSEM PROC I,MMET,181
MANUFACTURING AND MATERIALS,MMET,201
NONMETALLIC MATERIALS,MMET,206
METALLIC MATERIALS,MMET,207
MECHANICS FOR TECHNOLOGISTS,MMET,275
MANUF & ASSEM PROC II,MMET,281
MECH POWER TRANSMISSION,MMET,301
FLUID MECH & POWER,MMET,303
IND WELDING PROCESSES,MMET,313
QUALITY ASSURANCE,MMET,320
PROD DESGN & SOLID MODEL,MMET,361
MECHANICAL DESIGN APP I,MMET,363
THERMO FOR TECHNOLOGISTS,MMET,370
STRENGTH OF MATERIALS,MMET,376
COMPUTER-AIDED MFG,MMET,380
MFG INFORMATION SYSTEMS,MMET,383
FLUID POWER TRANSMISSION,MMET,401
INSP METH & PROCEDURES,MMET,402
MFG AUTOMATION & ROBOT,MMET,410
PRODUCTION INV PLANNG,MMET,412
MFG TECHN PROJECTS,MMET,422
MGMT PEOPLE & PROJECTS,MMET,429
MECHANICAL DESIGN APP II,MMET,463
RESEARCH,MMET,491
WORLD LITERATURE,MODL,221
WORLD LITERATURE,MODL,222
BIOINFORMATICS,MPHY,625
THE LYMPHATIC SYSTEM,MPHY,634
CONTEMP TOP IN ADV CELL BIO II,MSCI,602
LIFE SCIENCE ENTREPRENUERSHIP,MSCI,607
DEV & COMM OF HUMAN THERAP,MSCI,608
CURRENT TPCS IN CELL SIGNALING,MSCI,612
THE SCIENTIFIC BASIS OF MED,MSCI,620
INTERM AND TRANSLATIONAL IMMUN,MSCI,636
FDTNS CLINICAL & TRANSLTNL RES,MSCI,650
SEMINAR,MSCI,681
DIRECTED STUDIES,MSCI,685
SPTP: CLINICAL ENCOUNTERS,MSCI,689
RESEARCH CREDIT: MEDICAL SCI,MSCI,691
FUND MATLS SCI AND ENG,MSEN,201
MATERIALS IN SOCIETY,MSEN,205
HNR-THERMODYNAMICS MATERIALS,MSEN,210
MATERIALS SCIENCE,MSEN,222
HNR-SOFT MATTER,MSEN,250
STRUCTURE OF MATERIALS,MSEN,260
MATERIALS SEMINAR,MSEN,281
RESEARCH,MSEN,291
UNIFIED MATLS LAB I,MSEN,301
UNIFIED MATLS LAB II,MSEN,302
KINETICS OF MATERIALS,MSEN,305
HNR-DEFORM & FAIL MECH ENG MAT,MSEN,320
HNR-PROPERTIES FUNCTIONAL MATL,MSEN,325
HNR-NUMERICAL METHODS MATLS,MSEN,330
MATLS CHARACTERIZATION,MSEN,360
COMMUNICATING MATLS SCI ENG,MSEN,380
HIGH IMPACT PROF DEVELOPMENT,MSEN,399
DESIGN ANALYSIS MATLS EXPMNTS,MSEN,400
MATERIALS DESIGN II,MSEN,402
POLYMER SCIENCE,MSEN,420
NANOMATERIALS SCIENCE,MSEN,430
CORROSION AND ELECTROCHEM LAB,MSEN,444
CORROSION PREV CTRL METHODS,MSEN,446
DIRECTED STUDIES,MSEN,485
SPTP: ADVANCED MANUFACTURING,MSEN,489
HNR-RESEARCH,MSEN,491
FNDMTL MATLS SCIENCE ENG,MSEN,601
PHYSICS OF MATERIALS,MSEN,602
FIELD THEORIES MATL SCIENCE,MSEN,605
NANOMECHANICS,MSEN,608
MATL MODEL PHASE TRANS,MSEN,619
KINETIC PROCESS MAT SCI,MSEN,620
MECH BEHAVIOR MATERIALS,MSEN,625
NANOMATERIALS SCIENCE,MSEN,630
FLOW & FRACT POLY SOLIDS,MSEN,635
CORROSION ELECTROCHEM LAB,MSEN,644
CORROSION PREV CTRL METHODS,MSEN,646
MATERIALS DESIGN STUDIO,MSEN,655
SEMINAR,MSEN,681
PROFESSIONAL INTERNSHIP: IN-AB,MSEN,684
DIRECTED STUDIES,MSEN,685
SPTP: ADVANCED MANUFACTURING,MSEN,689
RESEARCH: IN-AB,MSEN,691
ENGR ENTREPRENEURSHIP HOUR,MTDE,252
PROJECT MGMT FOR ENGINEERS,MTDE,333
SEMINAR SERIES ENGR PROJ MGMT,MTDE,380
PATENT LAW FOR ENGRS,MTDE,409
FUNDAMENTALS SUBSEA ENGR,MTDE,430
SPTP: STARTUP FUNDAMENTALS,MTDE,489
PATENT LAW FOR ENGRS,MTDE,609
ENTRPR BASICS TECH ENTREPRENRS,MTDE,611
SALES OPS MANUF TECH COMPANIES,MTDE,612
PROJECT MGMT ENGR,MTDE,633
PRODUCT LEAN LAUNCH ENGRS,MTDE,651
ENGR ENTREPRENEURSHIP HOUR,MTDE,652
REG & LEGAL TOPICS TRANSPORT,MTDE,667
INNOV TRANSPORT FUND & FINANCE,MTDE,668
TRANSPORTATION CAPSTONE II,MTDE,670
Wind Symphony,MUSC,280
JAZZ ENSEMBLE,MUSC,282
University Chamber Orchestra,MUSC,283
SINGING CADETS,MUSC,290
ADV TOPICS MUSIC TECHNOLOGY,MUSC,479
MECHATRONICS I,MXET,300
APPLIED DYNAMIC SYSTEMS,MXET,375
MECHATRONICS II,MXET,400
RESEARCH,MXET,491
GROSS ANATOMY,NEXT,620
TEACHING GROSS ANATOMY,NEXT,621
ESSENTIAL NEUROSCIENCE,NRSC,277
NEURAL DEVELOPMENT,NRSC,444
DIRECTED STUDIES,NRSC,485
SPTP: DEV NEUROTOXICOLOGY,NRSC,489
HNR-RESEARCH,NRSC,491
PRINC NEURO II,NRSC,602
PHYSIO PSYCHOLOGY,NRSC,609
NEUROBIOLOGY,NRSC,640
NEURAL DEVELOPMENT,NRSC,644
FOUNDATIONS COGNITIVE NEURO,NRSC,655
SEMINAR,NRSC,681
DIRECTED STUDIES,NRSC,685
RESEARCH,NRSC,691
NATL STUDENT EXCHANGE B,NSEB,300
HNR-PRINCIPLES OF NUC ENGR,NUEN,101
NUCLEAR ENGR PRACTICE,NUEN,102
HNR-INTRO TO NUC ENGR I,NUEN,201
HNR-MATL SCI NUCLEAR ENERGY,NUEN,265
NUCLEAR REACTOR THEORY,NUEN,301
HNR-INTRO TO NUEN II,NUEN,302
RADIATION DET &  ISO TECH LAB,NUEN,303
HNR-NUCLEAR REACTOR ANALYSIS,NUEN,304
THERMODYN IN NUCLEAR SYSTEMS,NUEN,315
ANALYT AND NUM METHOD,NUEN,329
DES OF NUCL REACTORS,NUEN,410
NUCL SECURITY SYS DESIGN,NUEN,451
NUC PLANT SYS AND TRAN,NUEN,460
RADIATION PROTCTN ENGR,NUEN,479
SEMINAR,NUEN,481
HNR-DIRECTED STUDIES,NUEN,485
SPTP: HEAT TRANSFER,NUEN,489
HNR-RESEARCH,NUEN,491
NUCLEAR REACTOR THEORY,NUEN,601
RAD DET & NUCL MAT MEAS,NUEN,605
REACTOR ANLYSIS & EXPRMT,NUEN,606
NEUTRON TRANS THEORY,NUEN,625
NUCLEAR CRIT SAFETY EVALUATION,NUEN,632
SEVERE ACCDNT ANALYSIS,NUEN,640
FIN VOL TECH HEAT TRANS FL FLO,NUEN,644
MATL MODEL PHASE TRANS,NUEN,660
FUND ION SOLID INTER,NUEN,663
RADIATION BIOLOGY,NUEN,673
RADIATION CARCINOGENESIS,NUEN,674
SEMINAR,NUEN,681
DIRECTED STUDIES,NUEN,685
SPTP: DEEP LEARNING - ENG APPS,NUEN,689
RESEARCH,NUEN,691
NURSING DIMENSIONS & INFORMATI,NURS,305
FOUND OF NURSING PRAC THEORY,NURS,306
FOUND OF NURSING PRAC CLINICAL,NURS,307
INTRO TO PATHOPHYSIOLOGY,NURS,312
NURSING AND THE AGED,NURS,315
PHARMACOLOGY PRINCIPLES,NURS,316
ADULT NURSING I,NURS,320
"""NRSNG CARE OF WOMEN",NURS,323
EVIDENCE-BASED PRAC FOR NURSES,NURS,411
CARE OF MENTAL HLTH CLIENTS,NURS,412
NURSING CARE CHILDREN FAMILIES,NURS,413
ADULT NURSING II,NURS,420
CARE OF COMMUNITY HLTH CLIENTS,NURS,421
PROFESSIONAL ISSUES,NURS,424
HNR-TRANS INTO PROF NURS PRAC,NURS,430
CASE STUD PATIENT SAFTY & QUAL,NURS,434
NURS DIMENSNS & INFORM RN,NURS,460
APPL EVID BASED PRACT FOR RN,NURS,461
HEALTH ASSESS FOR THE RN,NURS,463
CARE OF THE OLDER ADULT FOR RN,NURS,465
COMMUNITY HEALTH FOR THE RN,NURS,466
PROF PRACT ISSUES FOR RN,NURS,468
HNR-SEMINAR,NURS,481
HNR-RESEARCH,NURS,491
FOUNDATIONS OF FORS,NURS,601
FORENSIC INVESTIGATION OF INJ,NURS,604
FORENSIC PHOTOGRAPHY,NURS,613
FORENSIC MENTAL HEALTH,NURS,615
ADV PRACTICE NURSING ROLES,NURS,620
PRIMARY CARE OF FAMILIES I,NURS,622
PRIMARY CARE OF FAM PRACTICUM,NURS,625
ADV CLINICAL PRACT & PROJECT,NURS,638
SCHOLARSHIP: INTEG & APP,NURS,652
ADVANCED HLTH ASSESMENT,NURS,653
LEADERSHIP & HEALTH POLICY II,NURS,656
PSYCH MENTAL HEALTH ADULT I,NURS,672
PSYCH MENTAL HEALTH CLINICAL I,NURS,673
APPLS TRANSLATIONAL SCIENCE,NURS,727
QUAL OUTCOME IMPR HEALTHCARE,NURS,731
HEALTHCARE POLICY & ECONOMICS,NURS,734
SCHOLARLY PROJ PRACTICUM II,NURS,736
RESIDENCY ADV NURS PRACTICE,NURS,739
FUND OF HUMAN NUTR,NUTR,202
HNR-SCIENT PRIN NUTRITION,NUTR,203
PERSPECTIVES NUTR FSTC,NUTR,204
HORIZONS IN NUTR & FSTC,NUTR,210
SCIENTIFIC PRIN OF FOODS,NUTR,211
NUTR HLTH & HLTH CARE,NUTR,222
RESEARCH,NUTR,291
RELIGIOUS & ETHNIC FOODS,NUTR,300
HNR-NUTR THROUGH LIFE,NUTR,301
PRIN OF ANIM NUTRITION,NUTR,303
FOOD SERVICE SYSTEM MGMT,NUTR,304
UNDERSTAND OBESITY SOC SCI,NUTR,320
HNR-NUTR PHYS VITAMIN&MINERALS,NUTR,365
HNR-NUTRITION CARE & THERAPY,NUTR,407
HNR-COMMUNITY NUTRITION,NUTR,430
HNR-NUTR & PHYSIOLOG CHEM,NUTR,475
SEMINAR,NUTR,481
DIRECTED STUDIES,NUTR,485
SPTP: NUTR EDUC COMM,NUTR,489
HNR-RESEARCH,NUTR,491
NUTRITION & HEALTHY AGING,NUTR,655
CRIT EVAL NUTR & FSTC LIT,NUTR,671
SEMINAR,NUTR,681
PROFESSIONAL INTRNSHIP,NUTR,684
DIRECTED STUDIES,NUTR,685
SPTP: CLINICAL SKILLS,NUTR,689
RESEARCH,NUTR,691
NAVAL SEA POWER,NVSC,205
NAVIGATION,NVSC,301
EVOL OF WARFARE,NVSC,303
NAVAL WEAPONS SYSTEMS,NVSC,401
LEADERSHIP & ETHICS,NVSC,402
DIRECTED STUDIES - LEAD LAB,NVSC,485
ORAL HISTOLOGY,OBIO,606
SEM: CURRENT ISSUES IN SCIENCE,OBIO,612
APPLIED BIOSTATISTICS,OBIO,621
CEL MOL BIO OF ORAL CRAN TIS I,OBIO,640
CEL MOL BIO OF ORAL CRA TIS II,OBIO,641
